Node id 1,Node id 2,Sign
0,3,1
0,4,1
0,5,1
0,6,1
0,9,1
0,11,1
0,13,1
0,14,1
0,15,1
0,16,1
0,17,1
0,18,1
0,19,1
0,20,1
0,21,1
0,22,1
0,23,1
0,25,1
0,26,1
0,28,1
0,30,1
0,31,1
0,32,1
0,33,1
0,34,1
0,35,1
0,37,1
0,38,1
0,39,1
0,40,1
0,42,1
0,43,1
0,44,1
0,46,1
0,47,1
0,48,1
0,50,1
0,51,1
0,52,1
0,53,1
0,55,1
0,57,1
0,58,1
0,59,1
0,60,1
0,61,1
0,62,1
0,63,1
0,64,1
0,65,-1
0,66,-1
0,67,1
0,69,1
0,70,1
0,71,1
0,73,1
0,74,1
0,75,1
0,76,1
0,77,1
0,78,1
0,79,1
0,80,1
0,81,-1
0,82,1
3,4,1
3,5,1
3,6,1
3,9,1
3,11,1
3,13,1
3,14,1
3,15,1
3,16,1
3,17,1
3,18,1
3,19,1
3,20,1
3,21,1
3,22,1
3,23,1
3,25,1
3,26,1
3,28,1
3,30,1
3,31,1
3,32,1
3,33,1
3,34,1
3,35,1
3,37,1
3,38,1
3,39,1
3,40,1
3,42,1
3,43,1
3,44,1
3,46,1
3,47,1
3,48,1
3,50,1
3,51,1
3,52,1
3,53,1
3,55,1
3,57,1
3,58,1
3,59,1
3,60,1
3,61,1
3,62,1
3,63,1
3,64,1
3,65,-1
3,66,-1
3,67,1
3,69,1
3,70,1
3,71,1
3,73,1
3,74,1
3,75,1
3,76,1
3,77,1
3,78,1
3,79,1
3,80,1
3,81,-1
3,82,1
4,5,1
4,6,1
4,9,1
4,11,1
4,13,1
4,14,1
4,15,1
4,16,1
4,17,1
4,18,1
4,19,1
4,20,1
4,21,1
4,22,1
4,23,1
4,25,1
4,26,1
4,28,1
4,30,1
4,31,1
4,32,1
4,33,1
4,34,1
4,35,1
4,37,1
4,38,1
4,39,1
4,40,1
4,42,1
4,43,1
4,44,1
4,46,1
4,47,1
4,48,1
4,50,1
4,51,1
4,52,1
4,53,1
4,55,1
4,57,1
4,58,1
4,59,1
4,60,1
4,61,1
4,62,1
4,63,1
4,64,1
4,65,-1
4,66,-1
4,67,1
4,69,1
4,70,1
4,71,1
4,73,1
4,74,1
4,75,1
4,76,1
4,77,1
4,78,1
4,79,1
4,80,1
4,81,-1
4,82,1
5,6,1
5,9,1
5,11,1
5,13,1
5,14,1
5,15,1
5,16,1
5,17,1
5,18,1
5,19,1
5,20,1
5,21,1
5,22,1
5,23,1
5,25,1
5,26,1
5,28,1
5,30,1
5,31,1
5,32,1
5,33,1
5,34,1
5,35,1
5,37,1
5,38,1
5,39,1
5,40,1
5,42,1
5,43,1
5,44,1
5,46,1
5,47,1
5,48,1
5,50,1
5,51,1
5,52,1
5,53,1
5,55,1
5,57,1
5,58,1
5,59,1
5,60,1
5,61,1
5,62,1
5,63,1
5,64,1
5,65,-1
5,66,-1
5,67,1
5,69,1
5,70,1
5,71,1
5,73,1
5,74,1
5,75,1
5,76,1
5,77,1
5,78,1
5,79,1
5,80,1
5,81,-1
5,82,1
6,9,1
6,11,1
6,13,1
6,14,1
6,15,1
6,16,1
6,17,1
6,18,1
6,19,1
6,20,1
6,21,1
6,22,1
6,23,1
6,25,1
6,26,1
6,28,1
6,30,1
6,31,1
6,32,1
6,33,1
6,34,1
6,35,1
6,37,1
6,38,1
6,39,1
6,40,1
6,42,1
6,43,1
6,44,1
6,46,1
6,47,1
6,48,1
6,50,1
6,51,1
6,52,1
6,53,1
6,55,1
6,57,1
6,58,1
6,59,1
6,60,1
6,61,1
6,62,1
6,63,1
6,64,1
6,65,-1
6,66,-1
6,67,1
6,69,1
6,70,1
6,71,1
6,73,1
6,74,1
6,75,1
6,76,1
6,77,1
6,78,1
6,79,1
6,80,1
6,81,-1
6,82,1
9,11,1
9,13,1
9,14,1
9,15,1
9,16,1
9,17,1
9,18,1
9,19,1
9,20,1
9,21,1
9,22,1
9,23,1
9,25,1
9,26,1
9,28,1
9,30,1
9,31,1
9,32,1
9,33,1
9,34,1
9,35,1
9,37,1
9,38,1
9,39,1
9,40,1
9,42,1
9,43,1
9,44,1
9,46,1
9,47,1
9,48,1
9,50,1
9,51,1
9,52,1
9,53,1
9,55,1
9,57,1
9,58,1
9,59,1
9,60,1
9,61,1
9,62,1
9,63,1
9,64,1
9,65,-1
9,66,-1
9,67,1
9,69,1
9,70,1
9,71,1
9,73,1
9,74,1
9,75,1
9,76,1
9,77,1
9,78,1
9,79,1
9,80,1
9,81,-1
9,82,1
11,13,1
11,14,1
11,15,1
11,16,1
11,17,1
11,18,1
11,19,1
11,20,1
11,21,1
11,22,1
11,23,1
11,25,1
11,26,1
11,28,1
11,30,1
11,31,1
11,32,1
11,33,1
11,34,1
11,35,1
11,37,1
11,38,1
11,39,1
11,40,1
11,42,1
11,43,1
11,44,1
11,46,1
11,47,1
11,48,1
11,50,1
11,51,1
11,52,1
11,53,1
11,55,1
11,57,1
11,58,1
11,59,1
11,60,1
11,61,1
11,62,1
11,63,1
11,64,1
11,65,-1
11,66,-1
11,67,1
11,69,1
11,70,1
11,71,1
11,73,1
11,74,1
11,75,1
11,76,1
11,77,1
11,78,1
11,79,1
11,80,1
11,81,-1
11,82,1
13,14,1
13,15,1
13,16,1
13,17,1
13,18,1
13,19,1
13,20,1
13,21,1
13,22,1
13,23,1
13,25,1
13,26,1
13,28,1
13,30,1
13,31,1
13,32,1
13,33,1
13,34,1
13,35,1
13,37,1
13,38,1
13,39,1
13,40,1
13,42,1
13,43,1
13,44,1
13,46,1
13,47,1
13,48,1
13,50,1
13,51,1
13,52,1
13,53,1
13,55,1
13,57,1
13,58,1
13,59,1
13,60,1
13,61,1
13,62,1
13,63,1
13,64,1
13,65,-1
13,66,-1
13,67,1
13,69,1
13,70,1
13,71,1
13,73,1
13,74,1
13,75,1
13,76,1
13,77,1
13,78,1
13,79,1
13,80,1
13,81,-1
13,82,1
14,15,1
14,16,1
14,17,1
14,18,1
14,19,1
14,20,1
14,21,1
14,22,1
14,23,1
14,25,1
14,26,1
14,28,1
14,30,1
14,31,1
14,32,1
14,33,1
14,34,1
14,35,1
14,37,1
14,38,1
14,39,1
14,40,1
14,42,1
14,43,1
14,44,1
14,46,1
14,47,1
14,48,1
14,50,1
14,51,1
14,52,1
14,53,1
14,55,1
14,57,1
14,58,1
14,59,1
14,60,1
14,61,1
14,62,1
14,63,1
14,64,1
14,65,-1
14,66,-1
14,67,1
14,69,1
14,70,1
14,71,1
14,73,1
14,74,1
14,75,1
14,76,1
14,77,1
14,78,1
14,79,1
14,80,1
14,81,-1
14,82,1
15,16,1
15,17,1
15,18,1
15,19,1
15,20,1
15,21,1
15,22,1
15,23,1
15,25,1
15,26,1
15,28,1
15,30,1
15,31,1
15,32,1
15,33,1
15,34,1
15,35,1
15,37,1
15,38,1
15,39,1
15,40,1
15,42,1
15,43,1
15,44,1
15,46,1
15,47,1
15,48,1
15,50,1
15,51,1
15,52,1
15,53,1
15,55,1
15,57,1
15,58,1
15,59,1
15,60,1
15,61,1
15,62,1
15,63,1
15,64,1
15,65,-1
15,66,-1
15,67,1
15,69,1
15,70,1
15,71,1
15,73,1
15,74,1
15,75,1
15,76,1
15,77,1
15,78,1
15,79,1
15,80,1
15,81,-1
15,82,1
16,17,1
16,18,1
16,19,1
16,20,1
16,21,1
16,22,1
16,23,1
16,25,1
16,26,1
16,28,1
16,30,1
16,31,1
16,32,1
16,33,1
16,34,1
16,35,1
16,37,1
16,38,1
16,39,1
16,40,1
16,42,1
16,43,1
16,44,1
16,46,1
16,47,1
16,48,1
16,50,1
16,51,1
16,52,1
16,53,1
16,55,1
16,57,1
16,58,1
16,59,1
16,60,1
16,61,1
16,62,1
16,63,1
16,64,1
16,65,-1
16,66,-1
16,67,1
16,69,1
16,70,1
16,71,1
16,73,1
16,74,1
16,75,1
16,76,1
16,77,1
16,78,1
16,79,1
16,80,1
16,81,-1
16,82,1
17,18,1
17,19,1
17,20,1
17,21,1
17,22,1
17,23,1
17,25,1
17,26,1
17,28,1
17,30,1
17,31,1
17,32,1
17,33,1
17,34,1
17,35,1
17,37,1
17,38,1
17,39,1
17,40,1
17,42,1
17,43,1
17,44,1
17,46,1
17,47,1
17,48,1
17,50,1
17,51,1
17,52,1
17,53,1
17,55,1
17,57,1
17,58,1
17,59,1
17,60,1
17,61,1
17,62,1
17,63,1
17,64,1
17,65,-1
17,66,-1
17,67,1
17,69,1
17,70,1
17,71,1
17,73,1
17,74,1
17,75,1
17,76,1
17,77,1
17,78,1
17,79,1
17,80,1
17,81,-1
17,82,1
18,19,1
18,20,1
18,21,1
18,22,1
18,23,1
18,25,1
18,26,1
18,28,1
18,30,1
18,31,1
18,32,1
18,33,1
18,34,1
18,35,1
18,37,1
18,38,1
18,39,1
18,40,1
18,42,1
18,43,1
18,44,1
18,46,1
18,47,1
18,48,1
18,50,1
18,51,1
18,52,1
18,53,1
18,55,1
18,57,1
18,58,1
18,59,1
18,60,1
18,61,1
18,62,1
18,63,1
18,64,1
18,65,-1
18,66,-1
18,67,1
18,69,1
18,70,1
18,71,1
18,73,1
18,74,1
18,75,1
18,76,1
18,77,1
18,78,1
18,79,1
18,80,1
18,81,-1
18,82,1
19,20,1
19,21,1
19,22,1
19,23,1
19,25,1
19,26,1
19,28,1
19,30,1
19,31,1
19,32,1
19,33,1
19,34,1
19,35,1
19,37,1
19,38,1
19,39,1
19,40,1
19,42,1
19,43,1
19,44,1
19,46,1
19,47,1
19,48,1
19,50,1
19,51,1
19,52,1
19,53,1
19,55,1
19,57,1
19,58,1
19,59,1
19,60,1
19,61,1
19,62,1
19,63,1
19,64,1
19,65,-1
19,66,-1
19,67,1
19,69,1
19,70,1
19,71,1
19,73,1
19,74,1
19,75,1
19,76,1
19,77,1
19,78,1
19,79,1
19,80,1
19,81,-1
19,82,1
20,21,1
20,22,1
20,23,1
20,25,1
20,26,1
20,28,1
20,30,1
20,31,1
20,32,1
20,33,1
20,34,1
20,35,1
20,37,1
20,38,1
20,39,1
20,40,1
20,42,1
20,43,1
20,44,1
20,46,1
20,47,1
20,48,1
20,50,1
20,51,1
20,52,1
20,53,1
20,55,1
20,57,1
20,58,1
20,59,1
20,60,1
20,61,1
20,62,1
20,63,1
20,64,1
20,65,-1
20,66,-1
20,67,1
20,69,1
20,70,1
20,71,1
20,73,1
20,74,1
20,75,1
20,76,1
20,77,1
20,78,1
20,79,1
20,80,1
20,81,-1
20,82,1
21,22,1
21,23,1
21,25,1
21,26,1
21,28,1
21,30,1
21,31,1
21,32,1
21,33,1
21,34,1
21,35,1
21,37,1
21,38,1
21,39,1
21,40,1
21,42,1
21,43,1
21,44,1
21,46,1
21,47,1
21,48,1
21,50,1
21,51,1
21,52,1
21,53,1
21,55,1
21,57,1
21,58,1
21,59,1
21,60,1
21,61,1
21,62,1
21,63,1
21,64,1
21,65,-1
21,66,-1
21,67,1
21,69,1
21,70,1
21,71,1
21,73,1
21,74,1
21,75,1
21,76,1
21,77,1
21,78,1
21,79,1
21,80,1
21,81,-1
21,82,1
22,23,1
22,25,1
22,26,1
22,28,1
22,30,1
22,31,1
22,32,1
22,33,1
22,34,1
22,35,1
22,37,1
22,38,1
22,39,1
22,40,1
22,42,1
22,43,1
22,44,1
22,46,1
22,47,1
22,48,1
22,50,1
22,51,1
22,52,1
22,53,1
22,55,1
22,57,1
22,58,1
22,59,1
22,60,1
22,61,1
22,62,1
22,63,1
22,64,1
22,65,-1
22,66,-1
22,67,1
22,69,1
22,70,1
22,71,1
22,73,1
22,74,1
22,75,1
22,76,1
22,77,1
22,78,1
22,79,1
22,80,1
22,81,-1
22,82,1
23,25,1
23,26,1
23,28,1
23,30,1
23,31,1
23,32,1
23,33,1
23,34,1
23,35,1
23,37,1
23,38,1
23,39,1
23,40,1
23,42,1
23,43,1
23,44,1
23,46,1
23,47,1
23,48,1
23,50,1
23,51,1
23,52,1
23,53,1
23,55,1
23,57,1
23,58,1
23,59,1
23,60,1
23,61,1
23,62,1
23,63,1
23,64,1
23,65,-1
23,66,-1
23,67,1
23,69,1
23,70,1
23,71,1
23,73,1
23,74,1
23,75,1
23,76,1
