Node id 1,Node id 2,Sign
0,1,-1
0,2,1
0,3,-1
0,4,1
0,5,-1
0,6,-1
0,7,-1
0,8,1
1,2,1
1,3,-1
1,4,1
1,5,-1
1,6,-1
1,7,-1
1,8,1
1,9,1
1,10,-1
1,17,1
1,16,1
1,11,1
1,15,1
1,13,1
1,14,1
1,12,-1
1,18,-1
1,19,-1
1,20,-1
1,29,1
1,30,1
1,28,1
1,24,1
1,27,1
1,31,-1
1,32,1
1,33,1
1,34,1
1,35,1
1,36,-1
1,37,1
1,38,1
1,39,1
1,26,1
1,57,1
1,56,1
1,40,1
1,55,1
1,54,1
1,47,-1
1,25,1
1,58,-1
1,49,-1
1,59,1
1,60,1
1,61,1
1,62,1
1,68,1
1,67,1
1,66,1
1,65,1
1,64,1
1,63,1
1,69,1
1,70,1
1,71,1
1,72,-1
1,73,-1
1,74,-1
1,75,-1
1,87,1
1,86,1
1,78,1
1,82,1
1,85,-1
1,84,1
1,45,-1
1,88,1
1,89,1
1,90,1
1,91,1
1,92,1
1,93,1
1,79,1
1,94,1
1,95,-1
1,96,1
1,97,1
1,98,1
1,118,1
1,115,1
1,117,1
1,108,1
1,116,1
1,112,-1
1,119,1
1,42,-1
1,104,-1
1,125,-1
1,124,-1
1,126,-1
1,127,1
1,105,-1
1,128,-1
1,144,-1
1,50,-1
1,139,1
1,150,-1
1,137,-1
1,151,1
1,152,-1
1,153,-1
1,146,1
1,110,-1
1,154,-1
1,140,1
1,143,1
1,155,1
1,156,1
1,121,-1
1,130,1
1,157,1
1,158,-1
1,159,-1
1,22,1
1,160,1
1,167,1
1,166,1
1,165,1
1,164,1
1,132,1
2,3,-1
2,4,1
2,5,-1
2,6,-1
2,7,-1
2,8,1
2,9,-1
2,10,1
2,11,-1
2,56,1
2,40,1
2,34,-1
2,55,1
2,54,1
2,47,1
2,53,1
2,51,1
2,52,1
2,57,-1
2,25,1
2,58,-1
2,18,-1
2,49,-1
2,59,1
2,60,1
2,74,1
2,89,1
2,88,1
2,87,1
2,86,1
2,78,1
2,82,1
2,85,1
2,90,1
2,84,1
2,91,-1
2,92,1
2,93,1
3,4,1
3,5,-1
3,6,1
3,7,-1
3,8,1
3,9,-1
3,10,1
3,11,-1
3,12,1
3,116,1
3,120,1
3,40,1
3,24,1
3,119,1
3,47,1
3,85,1
3,22,1
3,30,1
3,108,1
3,99,1
3,71,1
3,121,1
3,14,-1
3,35,-1
3,74,1
3,122,1
3,123,-1
4,5,-1
4,6,-1
4,7,-1
4,8,1
4,9,-1
4,10,1
4,11,-1
4,12,1
4,13,-1
4,14,1
5,6,-1
5,7,-1
5,8,1
5,9,-1
5,10,1
5,11,-1
5,12,1
5,13,-1
5,14,1
6,7,-1
6,8,1
6,9,-1
6,10,1
6,11,-1
6,12,1
6,13,-1
6,14,1
6,15,1
6,40,1
6,24,1
6,119,1
6,47,1
6,85,1
6,22,1
6,110,1
6,58,1
6,120,1
6,116,1
6,30,1
6,108,1
6,99,1
7,8,1
7,9,1
7,10,1
7,11,1
7,12,1
7,13,1
7,14,1
7,15,1
7,16,1
7,17,1
7,18,-1
7,19,-1
7,20,-1
7,21,1
7,26,1
7,25,1
7,24,-1
7,23,1
7,22,1
7,27,1
7,28,-1
7,29,-1
7,30,1
7,140,1
7,116,1
7,79,1
7,139,1
7,138,1
7,49,1
7,137,1
7,136,1
7,85,-1
7,108,1
7,104,1
7,125,-1
7,134,-1
7,141,1
7,45,-1
7,67,-1
7,38,-1
7,84,-1
7,95,-1
7,52,1
7,34,-1
7,127,-1
7,146,1
7,32,-1
7,144,1
7,149,-1
7,76,-1
7,74,-1
7,73,-1
7,150,1
7,92,1
7,50,-1
7,75,-1
8,9,-1
8,10,1
8,11,-1
8,12,1
8,13,-1
8,14,1
8,15,-1
8,17,-1
8,16,-1
8,18,-1
8,19,-1
8,20,-1
9,10,1
9,11,1
9,12,-1
9,13,1
9,14,1
9,15,-1
9,16,1
9,17,1
9,18,-1
9,19,1
9,20,-1
9,21,1
9,22,-1
9,23,-1
9,24,-1
9,25,1
9,26,-1
9,27,1
9,28,-1
9,29,1
9,30,-1
9,33,-1
9,32,-1
9,31,-1
9,34,-1
9,35,1
9,36,1
9,37,1
9,38,-1
9,39,1
9,40,1
9,41,1
9,42,-1
9,43,-1
9,44,1
9,45,-1
9,46,1
9,53,-1
9,51,-1
9,52,-1
9,50,-1
9,49,-1
9,48,-1
9,47,1
9,54,1
9,55,1
9,56,1
9,57,1
9,62,-1
9,61,-1
9,60,-1
9,59,-1
9,58,1
9,63,1
9,64,1
9,65,1
9,66,-1
9,67,-1
9,68,1
9,69,1
9,80,-1
9,74,-1
9,75,-1
9,79,-1
9,78,-1
9,77,1
9,76,-1
9,81,1
9,82,1
9,83,-1
9,72,-1
9,89,-1
9,88,1
9,87,-1
9,86,1
9,90,1
9,84,1
9,91,-1
9,92,-1
9,93,1
9,94,-1
9,95,-1
9,96,1
9,97,1
9,106,-1
9,105,-1
9,98,-1
9,104,1
9,103,-1
9,102,-1
9,101,1
9,107,1
9,108,1
9,109,1
9,110,-1
9,100,1
9,111,1
9,112,-1
9,113,1
9,114,-1
9,115,-1
9,116,1
9,137,-1
9,136,-1
9,119,-1
9,135,-1
9,134,-1
9,133,1
9,132,-1
9,138,1
9,139,1
9,140,-1
9,85,-1
9,141,-1
9,125,-1
9,142,-1
9,143,1
9,144,1
9,145,1
9,127,-1
9,146,1
9,147,-1
9,121,-1
9,148,-1
9,149,1
9,73,1
9,151,1
10,11,-1
10,12,1
10,13,-1
10,14,1
10,15,1
10,16,1
10,17,1
10,120,1
10,115,1
10,85,1
10,102,1
10,110,-1
10,47,1
10,119,-1
10,58,1
10,22,-1
10,108,1
10,30,1
10,116,1
10,40,1
10,99,1
10,71,1
10,121,1
10,35,-1
10,74,1
10,122,1
10,123,-1
10,25,-1
10,49,-1
10,45,-1
10,104,-1
10,79,-1
10,125,-1
10,28,-1
10,124,-1
10,126,-1
10,127,1
10,64,1
10,70,-1
10,105,-1
10,128,-1
10,117,1
11,12,1
11,13,-1
11,14,1
11,15,1
11,16,1
11,17,1
11,18,-1
11,19,-1
11,107,1
11,106,1
11,105,1
11,98,1
11,104,1
11,88,1
11,94,1
11,103,1
11,22,1
11,108,1
11,86,1
11,109,1
11,110,1
11,24,1
11,100,-1
11,74,-1
11,45,-1
11,85,-1
11,139,-1
11,144,-1
11,73,-1
11,52,1
11,116,1
11,150,1
11,66,-1
11,141,-1
11,76,-1
11,79,-1
12,13,-1
12,14,-1
12,15,-1
12,16,1
12,17,1
12,33,-1
12,32,-1
12,31,-1
12,29,-1
12,30,-1
12,28,-1
12,34,-1
12,35,1
12,36,1
12,37,1
12,38,-1
12,24,1
12,47,1
12,46,1
12,45,1
12,26,1
12,44,1
12,43,1
12,42,1
12,41,1
12,48,1
12,49,-1
12,50,1
12,51,1
12,52,-1
12,53,1
12,54,1
12,40,1
12,82,1
12,57,1
12,81,1
12,18,1
12,80,1
12,74,-1
12,83,-1
12,72,-1
12,39,1
12,84,-1
12,85,1
12,78,1
12,23,-1
12,148,-1
12,77,-1
12,25,-1
12,22,-1
12,116,1
12,108,-1
12,147,-1
12,144,1
12,68,-1
12,150,-1
12,153,-1
13,14,1
13,15,-1
13,16,1
13,17,1
13,18,1
13,20,1
13,19,1
13,21,1
13,22,-1
13,23,-1
13,24,1
13,25,-1
13,26,1
13,37,1
13,36,1
13,35,1
13,34,1
13,33,1
13,32,1
13,38,1
13,39,1
13,28,1
13,40,1
14,15,1
14,16,1
14,17,1
14,24,1
14,27,1
14,26,1
14,25,-1
14,23,-1
14,22,1
14,21,1
14,18,1
14,28,-1
14,29,-1
14,30,-1
14,31,-1
14,32,-1
14,33,1
14,40,1
14,39,1
14,38,-1
14,41,1
14,42,-1
14,43,-1
14,44,1
14,45,1
14,46,1
14,47,1
14,100,-1
14,108,1
14,111,-1
14,105,1
14,112,-1
14,113,1
14,114,1
14,56,1
14,103,1
14,115,-1
14,116,1
14,121,-1
14,71,-1
14,99,-1
14,35,-1
14,74,1
14,122,1
14,123,-1
14,119,-1
14,124,-1
14,125,-1
14,129,1
14,117,1
14,70,1
14,128,1
14,49,1
14,64,1
14,126,1
14,130,1
14,68,1
14,73,-1
14,102,-1
14,77,-1
14,131,-1
14,132,-1
14,133,-1
14,135,-1
14,134,-1
14,59,-1
14,66,1
14,136,-1
14,137,1
14,138,1
14,139,-1
14,79,1
14,52,1
14,34,1
14,145,1
14,144,-1
14,19,-1
14,95,-1
14,84,-1
14,67,1
14,127,-1
14,146,-1
14,85,-1
14,101,1
14,141,-1
14,147,1
14,55,-1
14,148,-1
14,36,1
14,76,-1
14,149,1
14,150,-1
14,53,1
14,92,1
14,50,-1
14,104,1
14,151,-1
14,75,-1
14,152,1
14,153,-1
14,110,-1
14,140,-1
14,154,-1
14,143,-1
14,157,-1
14,58,-1
15,16,1
15,17,1
15,18,-1
15,19,-1
15,20,-1
15,21,1
15,22,-1
15,23,-1
15,24,-1
15,25,-1
15,26,1
15,27,-1
15,30,-1
15,29,-1
15,28,-1
15,31,-1
15,32,1
15,33,1
15,34,-1
15,35,1
15,67,1
15,38,-1
15,84,1
15,95,1
15,52,1
15,49,-1
15,137,1
15,127,-1
15,45,1
15,146,1
15,64,1
15,102,-1
15,85,-1
15,147,-1
15,108,-1
15,116,-1
15,36,-1
15,56,1
15,76,1
15,141,1
15,149,1
15,144,1
15,92,1
15,139,1
15,53,1
15,50,-1
15,150,-1
15,104,1
15,75,1
15,73,1
15,151,1
15,68,-1
15,152,-1
15,74,-1
15,153,-1
15,79,1
15,110,-1
15,140,-1
15,154,1
15,143,1
15,156,-1
15,155,-1
15,121,1
15,157,-1
15,130,1
15,58,-1
15,158,-1
15,159,-1
16,17,1
16,18,-1
16,19,-1
16,20,-1
16,36,-1
16,35,-1
16,34,-1
16,33,-1
16,32,1
16,31,-1
16,37,1
16,38,1
16,39,1
16,26,1
16,24,1
16,28,-1
16,84,1
16,88,1
16,93,1
16,92,1
16,91,1
16,90,1
16,79,1
16,94,1
16,95,-1
16,96,1
16,97,1
16,89,1
16,40,-1
16,98,1
16,86,-1
16,116,1
16,23,1
16,49,-1
16,148,1
16,77,1
16,108,1
16,147,-1
16,45,-1
16,56,1
17,18,-1
17,19,-1
17,20,-1
17,115,-1
17,85,-1
17,102,-1
17,110,-1
17,120,-1
17,47,1
17,119,-1
17,58,1
17,22,-1
18,19,-1
18,20,-1
18,21,1
18,22,-1
18,23,1
18,24,1
18,27,1
18,26,1
18,25,-1
18,28,-1
18,29,-1
18,30,1
18,31,-1
18,32,1
18,33,1
18,34,-1
18,58,-1
18,57,1
18,56,-1
18,40,1
18,49,-1
18,59,1
18,60,1
18,61,1
18,62,-1
18,63,1
18,64,1
18,80,-1
18,74,-1
18,75,-1
18,79,-1
18,78,-1
18,77,-1
18,81,1
18,82,1
18,51,1
18,83,-1
18,72,-1
18,39,1
19,20,-1
19,21,1
19,22,-1
19,23,-1
19,24,-1
19,144,-1
19,58,-1
19,85,-1
19,143,-1
19,137,-1
19,114,-1
19,133,-1
19,142,-1
19,104,-1
19,108,-1
19,145,-1
19,34,-1
19,49,-1
19,52,1
19,95,-1
19,32,1
19,146,-1
19,45,-1
19,127,-1
19,64,1
19,102,-1
19,101,1
19,141,-1
19,67,-1
19,30,-1
19,92,-1
19,152,1
19,79,1
20,21,1
20,22,-1
20,23,-1
20,24,1
20,25,-1
20,26,1
21,22,-1
21,23,-1
21,24,1
21,25,-1
21,26,1
21,27,1
22,23,-1
22,24,1
22,25,1
22,26,1
22,27,1
22,102,1
22,101,1
22,100,1
22,84,1
22,39,1
22,99,1
22,86,1
22,98,1
22,40,1
22,103,1
22,94,-1
22,88,-1
22,104,1
22,105,1
22,106,1
22,107,1
22,113,1
22,112,1
22,108,1
22,29,1
22,111,1
22,114,1
22,56,1
22,115,-1
22,116,-1
22,28,-1
22,47,-1
22,117,-1
22,110,-1
22,58,-1
22,119,1
22,120,-1
22,85,-1
22,121,-1
22,132,-1
22,55,-1
22,147,-1
22,141,-1
22,49,1
22,77,1
22,148,-1
22,45,1
22,159,1
22,32,1
22,158,1
22,160,1
22,161,-1
22,30,-1
23,24,1
23,25,-1
23,26,1
23,27,1
23,28,-1
23,49,-1
23,84,-1
23,148,-1
23,77,-1
23,121,-1
23,32,-1
23,36,1
23,116,1
23,108,1
23,147,-1
23,149,1
23,141,1
23,76,1
23,56,1
23,45,-1
23,144,1
23,139,-1
23,85,-1
23,74,-1
24,25,-1
24,26,1
24,27,1
24,28,-1
24,29,-1
24,30,1
24,31,-1
24,32,1
24,39,1
24,38,1
24,37,1
24,36,1
24,40,-1
24,41,1
24,42,-1
24,43,-1
24,44,1
24,45,1
24,46,-1
24,47,1
24,48,1
24,49,-1
24,50,1
24,51,1
24,52,1
24,53,1
24,73,-1
24,72,-1
24,71,-1
24,70,-1
24,68,-1
24,69,-1
24,67,1
24,66,1
24,74,1
24,75,-1
24,76,1
24,77,-1
24,78,-1
24,79,-1
24,80,1
24,81,1
24,57,1
24,34,1
24,82,1
24,86,1
24,98,1
24,89,1
24,97,1
24,96,1
24,95,1
24,94,1
24,99,1
24,84,1
24,100,-1
24,101,1
24,102,1
24,103,1
24,88,-1
24,110,1
24,109,1
24,108,1
24,107,1
24,106,1
24,105,1
24,111,1
24,119,1
24,85,1
24,58,-1
24,120,1
24,116,1
24,104,1
24,141,1
24,134,1
24,125,1
24,142,-1
24,133,1
24,114,-1
24,137,-1
24,143,1
24,144,-1
24,127,-1
24,146,1
24,64,1
24,139,1
24,150,-1
24,154,1
24,140,1
24,152,1
24,155,-1
24,156,1
24,153,-1
24,158,1
24,92,1
24,159,-1
24,160,1
24,161,1
24,148,1
24,157,-1
24,162,1
24,151,1
24,163,1
24,56,-1
24,131,1
24,164,1
24,165,-1
24,167,1
24,132,1
25,26,1
25,27,1
25,28,-1
25,29,-1
25,30,1
25,34,-1
25,57,1
25,56,1
25,40,1
25,55,1
25,54,1
25,47,-1
25,58,-1
25,49,1
25,59,-1
25,60,-1
25,61,1
25,62,-1
25,63,1
25,64,1
25,65,1
25,66,-1
25,67,-1
25,68,1
25,123,-1
25,122,-1
25,74,-1
25,35,-1
25,121,1
25,71,1
25,99,-1
25,119,-1
25,124,-1
25,125,-1
25,79,-1
25,108,1
25,104,1
25,45,-1
25,139,-1
25,138,-1
25,137,-1
25,136,-1
25,135,-1
25,116,1
25,140,-1
25,85,-1
25,134,-1
25,141,1
25,132,1
25,101,1
25,147,1
25,114,1
25,77,1
25,148,-1
25,84,1
25,32,1
25,36,1
25,168,1
25,153,1
25,169,1
25,170,1
25,166,1
26,27,1
26,28,1
26,29,1
26,30,1
26,39,1
26,38,1
26,37,1
26,36,1
26,35,1
26,40,-1
26,41,1
26,44,1
26,43,1
26,42,1
26,45,1
26,46,1
26,47,1
